DATEEND,DRNUMB,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2022/02/15 00:00:00+00,22161342,0400,0032,400 S  WARREN ST,LARCENY,,From Motor Vehicle,11593
2022/01/21 00:00:00+00,22135424,2000,2000,400 SALT SPRINGS RD,MV THEFT,,Motor Vehicle,11594
2022/01/03 00:00:00+00,22104103,1628,1628,400 SEYMOUR ST,BURGLARY,,From Building,11595
2022/01/10 00:00:00+00,22112820,1511,1511,400 SEYMOUR ST,BURGLARY,,From Building,11596
2022/02/23 00:00:00+00,22174715,1100,2200,400 SMALL RD,LARCENY,,From Motor Vehicle,11597
2022/03/17 00:00:00+00,22204632,1700,0915,400 SPENCER ST,BURGLARY,,From Building,11598
2022/03/11 00:00:00+00,22196469,2030,1000,400 STATE FAIR BLVD,LARCENY,,All Other,11599
2022/03/03 00:00:00+00,22186000,2200,2200,400 STOLP AV,LARCENY,,Shoplifting,11600
2022/04/06 00:00:00+00,22235115,0400,0412,400 TEMPLE ST,AGGRAVATED ASSAULT,Yes,,11601
2022/02/05 00:00:00+00,22148218,2100,1930,400 TOMPKINS ST,MV THEFT,,Motor Vehicle,11602
2022/02/16 00:00:00+00,22163776,1145,1515,400 TULLY ST,BURGLARY,,All Other,11603
2022/01/26 00:00:00+00,22138071,0800,1730,400 UNIVERSITY PL,LARCENY,,All Other,11604
2022/03/16 00:00:00+00,22900185,1610,1610,400 W  BEAR ST,LARCENY,,All Other,11605
2022/01/05 00:00:00+00,22108763,1330,1700,400 W  COLVIN ST,LARCENY,,Of MV Parts/Accessories,11606
2022/04/08 00:00:00+00,22239049,1040,1040,400 W  LAFAYETTE,LARCENY,,All Other,11607
2022/01/29 00:00:00+00,22138381,1838,1838,400 W  ONONDAGA ST,LARCENY,,Shoplifting,11608
2022/01/22 00:00:00+00,22128808,2042,2042,400 W  SENECA TPKE,LARCENY,,Shoplifting,11609
2022/01/22 00:00:00+00,22134142,2030,2030,400 W  SENECA TPKE,LARCENY,,Shoplifting,11610
2022/03/26 00:00:00+00,22218825,1200,0900,400 WARNER AV,LARCENY,,All Other,11611
2022/03/25 00:00:00+00,22217321,1730,0915,400 WENDELL TER,LARCENY,,From Motor Vehicle,11612
2022/01/22 00:00:00+00,22127862,0450,0450,400 WESTCOTT ST,BURGLARY,,From Building,11613
2022/03/18 00:00:00+00,22207650,2220,2220,400 WILKINSON ST,AGGRAVATED ASSAULT,,,11614
2022/01/03 00:00:00+00,22103339,0330,0330,400 WOLF ST,BURGLARY,Yes,,11615
2022/02/16 00:00:00+00,22163648,1458,1458,400 WOLF ST,MV THEFT,,Motor Vehicle,11616
2022/02/11 00:00:00+00,22158063,1300,1700,400 WOLF ST,LARCENY,,All Other,11617
2022/03/10 00:00:00+00,22195256,1650,1650,400 WOLF ST,LARCENY,,From Building,11618
2022/02/26 00:00:00+00,22177257,0854,0854,4000 S  SALINA ST,LARCENY,Yes,Shoplifting,11619
2022/02/23 00:00:00+00,22173281,1130,1130,4000 S  SALINA ST,LARCENY,Yes,All Other,11620
2022/03/06 00:00:00+00,22188964,1329,1329,4000 S  SALINA ST,LARCENY,,Shoplifting,11621
2022/02/26 00:00:00+00,22177417,1143,1143,4000 S  SALINA ST,LARCENY,Yes,,11622
2022/04/10 00:00:00+00,22241781,1223,1223,4000 S  SALINA ST,LARCENY,,Shoplifting,11623
2022/02/20 00:00:00+00,22168900,0850,0900,4000 S  SALINA ST,LARCENY,,From Building,11624
2022/02/13 00:00:00+00,22159056,0959,1001,4000 S  SALINA ST,LARCENY,,From Building,11625
2022/04/02 00:00:00+00,22229821,1700,1800,4000 S  SALINA ST,LARCENY,,Shoplifting,11626
2022/02/18 00:00:00+00,22166429,1330,1330,4000 S  SALINA ST,LARCENY,,Shoplifting,11627
2022/02/12 00:00:00+00,22158004,1323,1323,4000 S  SALINA ST,LARCENY,,Shoplifting,11628
2022/02/12 00:00:00+00,22157852,1043,1043,4000 S  SALINA ST,LARCENY,,From Building,11629
2022/01/02 00:00:00+00,22102284,0353,0422,4100 BRIGHTON PL,LARCENY,,From Motor Vehicle,11630
2022/01/12 00:00:00+00,22115170,1303,1303,4100 S  SALINA ST,LARCENY,Yes,From Building,11631
2022/01/18 00:00:00+00,22122921,1720,1720,4100 S  SALINA ST,ROBBERY,,From Building,11632
2022/01/08 00:00:00+00,22110464,1444,1514,4100 S  SALINA ST,LARCENY,,All Other,11633
2022/03/18 00:00:00+00,22207275,1700,1700,4100 S  SALINA ST,LARCENY,,Shoplifting,11634
2022/02/10 00:00:00+00,22155235,1540,1556,4100 S  SALINA ST,LARCENY,,Shoplifting,11635
2022/01/23 00:00:00+00,22129748,1504,1504,4100 S  SALINA ST,LARCENY,Yes,All Other,11636
2022/01/02 00:00:00+00,22102821,1646,1646,4100 S  SALINA ST,LARCENY,Yes,Shoplifting,11637
2022/03/06 00:00:00+00,22189337,1829,1829,4200 S  SALINA ST,LARCENY,,Shoplifting,11638
2022/02/03 00:00:00+00,22900110,0930,0933,4300 S  SALINA ST,LARCENY,,From Building,11639
2022/02/24 00:00:00+00,22174354,0436,0436,4300 S  SALINA ST,BURGLARY,,From Building,11640
2022/01/16 00:00:00+00,22119731,0452,0452,4400 S  SALINA ST,BURGLARY,,From Building,11641
2022/01/03 00:00:00+00,22103327,0313,0313,4600 S  SALINA ST,BURGLARY,,From Building,11642
2022/02/07 00:00:00+00,22152507,1426,1426,4700 ONONDAGA BLVD,LARCENY,,Shoplifting,11643
2022/03/24 00:00:00+00,22900229,0430,1435,4700 ONONDAGA BLVD,LARCENY,,All Other,11644
2022/02/08 00:00:00+00,22152828,2320,2320,4700 ONONDAGA BLVD,LARCENY,Yes,Shoplifting,11645
2022/03/19 00:00:00+00,22900193,1630,1840,4700 ONONDAGA BLVD,LARCENY,,All Other,11646
2022/04/05 00:00:00+00,22233813,1000,1154,4700 S  SALINA ST,LARCENY,,All Other,11647
2022/01/21 00:00:00+00,22130477,0700,0700,4800 S  SALINA ST,BURGLARY,,From Building,11648
2022/02/24 00:00:00+00,22174656,1034,1034,4800 S  SALINA ST,ROBBERY,,All Other,11649
2022/04/09 00:00:00+00,22239711,1830,0000,500 ASH ST,AGGRAVATED ASSAULT,,,11650
2022/03/01 00:00:00+00,22181491,1310,1310,500 BEATTIE ST,MV THEFT,,Motor Vehicle,11651
2022/02/01 00:00:00+00,22142152,1700,1500,500 BURNET av,MV THEFT,,From Motor Vehicle,11652
2022/01/12 00:00:00+00,22116172,2000,2330,500 BURNET AV,BURGLARY,,From Building,11653
2022/01/07 00:00:00+00,22109165,1347,1347,500 BUTTERNUT ST,LARCENY,,Shoplifting,11654
2022/02/15 00:00:00+00,22161604,0743,0743,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11655
2022/02/13 00:00:00+00,22159446,1700,1700,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11656
2022/02/15 00:00:00+00,22161909,1155,1155,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11657
2022/02/10 00:00:00+00,22154518,0334,0334,500 BUTTERNUT ST,BURGLARY,,From Building,11658
2022/02/15 00:00:00+00,22161741,0954,0954,500 BUTTERNUT ST,LARCENY,,Shoplifting,11659
2022/01/13 00:00:00+00,22165058,1405,1410,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11660
2022/03/01 00:00:00+00,22181343,1112,1112,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11661
2022/01/05 00:00:00+00,22106053,0755,0755,500 BUTTERNUT ST,LARCENY,Yes,From Building,11662
2022/02/15 00:00:00+00,22161911,1155,1155,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11663
2022/03/16 00:00:00+00,22203616,1135,1140,500 BUTTERNUT ST,LARCENY,,Shoplifting,11664
2022/03/30 00:00:00+00,22225593,2129,2129,500 BUTTERNUT ST,ROBBERY,,All Other,11665
2022/02/15 00:00:00+00,22161913,1155,1155,500 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11666
2022/02/21 00:00:00+00,22171169,2209,2213,500 BUTTERNUT ST,LARCENY,,Shoplifting,11667
2022/03/20 00:00:00+00,22209339,0204,0210,500 CANNON ST,AGGRAVATED ASSAULT,Yes,,11668
2022/04/02 00:00:00+00,22229489,1045,1115,500 CARBON ST,LARCENY,,From Building,11669
2022/03/16 00:00:00+00,22204108,2212,2212,500 CARBON ST,AGGRAVATED ASSAULT,,,11670
2022/03/05 00:00:00+00,22188169,2236,2236,500 CATHERINE ST,LARCENY,,All Other,11671
2022/01/12 00:00:00+00,22900040,1100,1200,500 CLARENDON ST,LARCENY,,All Other,11672
2022/02/23 00:00:00+00,22173318,1201,1201,500 COURT ST,AGGRAVATED ASSAULT,,,11673
2022/03/29 00:00:00+00,22223814,1800,1800,500 COURT ST,ROBBERY,Yes,All Other,11674
2022/03/25 00:00:00+00,22217850,1602,1602,500 DELAWARE ST,AGGRAVATED ASSAULT,Yes,,11675
2022/01/08 00:00:00+00,22110148,1830,2030,500 E  BRIGHTON AV,MV THEFT,,Motor Vehicle,11676
2022/04/06 00:00:00+00,22240172,0000,2359,500 ERIE BLVD W,LARCENY,,All Other,11677
2022/02/22 00:00:00+00,22171622,0850,0853,500 ERIE BLVD W,BURGLARY,,From Building,11678
2022/03/02 00:00:00+00,22182652,0200,0240,500 ERIE BLVD W,BURGLARY,,From Building,11679
2022/03/10 00:00:00+00,22194734,0550,0625,500 EUCLID AV,BURGLARY,,Motor Vehicle,11680
2022/04/02 00:00:00+00,22229628,1450,1450,500 GIFFORD ST,AGGRAVATED ASSAULT,,,11681
2022/02/06 00:00:00+00,22148632,0120,0150,500 GIFFORD ST,AGGRAVATED ASSAULT,Yes,,11682
2022/03/26 00:00:00+00,22218699,0227,0239,500 HAMILTON ST,MV THEFT,,Motor Vehicle,11683
2022/02/19 00:00:00+00,22168188,1830,1830,500 HICKORY ST,ROBBERY,Yes,,11684
2022/03/23 00:00:00+00,22214995,2000,1300,500 HIGHLAND ST,BURGLARY,,From Building,11685
2022/03/12 00:00:00+00,22197551,0448,0448,500 HIGHLAND ST,BURGLARY,Yes,From Building,11686
2022/02/24 00:00:00+00,22174455,1700,0804,500 JAMES ST,LARCENY,,All Other,11687
2022/03/08 00:00:00+00,22193563,1738,1742,500 KIRKPATRICK ST,LARCENY,,From Building,11688
2022/02/15 00:00:00+00,22162035,2100,1100,500 N  STATE ST,MV THEFT,,Motor Vehicle,11689
2022/01/17 00:00:00+00,22121275,1130,1200,500 N  TOWNSEND ST,BURGLARY,,From Building,11690
2022/02/09 00:00:00+00,22159063,0000,0000,500 OAKWOOD AV,LARCENY,,All Other,11691
2022/02/14 00:00:00+00,22160787,1605,1605,500 ONEIDA ST,MV THEFT,Yes,Motor Vehicle,11692
2022/01/01 00:00:00+00,22102093,2250,2304,500 OSWEGO ST,MV THEFT,,Motor Vehicle,11693
2022/02/28 00:00:00+00,22180241,1515,1515,500 PLUM ST,LARCENY,Yes,Purse Snatch,11694
2022/02/01 00:00:00+00,22142104,1410,1410,500 PLUM ST,LARCENY,,From Motor Vehicle,11695
2022/03/23 00:00:00+00,22215176,2100,2233,500 RICHMOND AV,BURGLARY,,From Building,11696
2022/03/29 00:00:00+00,22900213,0850,0850,500 ROBINEAU RD,LARCENY,,,11697
2022/04/03 00:00:00+00,22230626,0751,0751,500 S  CLINTON ST,AGGRAVATED ASSAULT,Yes,,11698
2022/03/15 00:00:00+00,22900222,1530,1530,500 S  CLINTON ST,LARCENY,,From Building,11699
2022/02/28 00:00:00+00,22180759,2241,2241,500 S  CLINTON ST,LARCENY,,,11700
2022/01/10 00:00:00+00,22113943,1200,1200,500 S  CLINTON ST,LARCENY,,All Other,11701
2022/04/01 00:00:00+00,22227659,0626,0626,500 S  CLINTON ST,AGGRAVATED ASSAULT,Yes,,11702
2022/01/15 00:00:00+00,22118457,0700,0030,500 S  CROUSE AV,BURGLARY,,From Building,11703
2022/01/30 00:00:00+00,22139412,1445,1601,500 S  FRANKLIN ST,LARCENY,,From Motor Vehicle,11704
2022/02/28 00:00:00+00,22179903,1016,1016,500 S  SALINA ST,AGGRAVATED ASSAULT,Yes,,11705
2022/02/23 00:00:00+00,22174135,2330,2330,500 S  SALINA ST,LARCENY,,Purse Snatch,11706
2022/01/03 00:00:00+00,22106487,0800,1030,500 S  SALINA ST,LARCENY,,All Other,11707
2022/02/14 00:00:00+00,22160774,1555,1555,500 S  SALINA ST,AGGRAVATED ASSAULT,,,11708
2022/02/27 00:00:00+00,22179374,2318,2318,500 SOLAR ST,LARCENY,,All Other,11709
2022/01/01 00:00:00+00,22101763,1705,1705,500 STAFFORD AV,BURGLARY,,,11710
2022/04/01 00:00:00+00,22228779,2301,2301,500 STATE FAIR BLVD,AGGRAVATED ASSAULT,,,11711
2022/01/06 00:00:00+00,22107571,2100,1000,500 STOLP AV,MV THEFT,,Motor Vehicle,11712
2022/02/28 00:00:00+00,22180575,2115,2121,500 ULSTER ST,BURGLARY,Yes,,11713
2022/03/21 00:00:00+00,22228043,0700,1700,500 UNIVERSITY,BURGLARY,,From Building,11714
2022/01/20 00:00:00+00,22124760,0109,0109,500 UNIVERSITY PL,BURGLARY,,From Building,11715
2022/02/24 00:00:00+00,22900134,1220,1430,500 UNIVERSITY PL,LARCENY,,From Motor Vehicle,11716
2022/01/23 00:00:00+00,22130980,0530,0548,500 VALLEY DR,LARCENY,,From Motor Vehicle,11717
2022/02/23 00:00:00+00,22173271,1128,1128,500 VALLEY DR,LARCENY,,From Motor Vehicle,11718
2022/01/06 00:00:00+00,22108242,2048,2048,500 W  FAYETTE ST,ROBBERY,Yes,From Motor Vehicle,11719
2022/02/11 00:00:00+00,22156353,0800,1100,500 W  FAYETTE ST,LARCENY,,From Motor Vehicle,11720
2022/03/16 00:00:00+00,22203107,1015,1015,500 W  GENESEE ST,MV THEFT,,Motor Vehicle,11721
2022/02/22 00:00:00+00,22171589,1229,1625,500 W  GENESEE ST,MV THEFT,,Motor Vehicle,11722
2022/01/31 00:00:00+00,22140228,0935,0944,500 W  ONONDAGA ST,LARCENY,Yes,From Building,11723
2022/02/28 00:00:00+00,22184936,1448,1500,500 WALNUT AV,BURGLARY,,,11724
2022/01/16 00:00:00+00,22120250,1000,1542,500 WOLF ST,LARCENY,,From Building,11725
2022/01/20 00:00:00+00,22125373,1237,1237,500 WOLF ST,BURGLARY,Yes,,11726
2022/04/07 00:00:00+00,22236789,0615,0722,500 WOLF ST,AGGRAVATED ASSAULT,Yes,,11727
2022/03/06 00:00:00+00,22189520,2111,2111,5800 THOMPSON RD,LARCENY,,All Other,11728
2022/01/03 00:00:00+00,22104361,2030,2030,600 BROAD ST,AGGRAVATED ASSAULT,,,11729
2022/03/05 00:00:00+00,22187732,1530,1530,600 BUTTERNUT ST,AGGRAVATED ASSAULT,Yes,,11730
2022/03/11 00:00:00+00,22196401,1142,1142,600 BUTTERNUT ST,ROBBERY,,All Other,11731
2022/03/02 00:00:00+00,22182892,1015,1015,600 BUTTERNUT ST,LARCENY,,All Other,11732
2022/01/01 00:00:00+00,22101478,1200,1200,600 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11733
2022/03/09 00:00:00+00,22193955,2035,2035,600 BUTTERNUT ST,LARCENY,Yes,Shoplifting,11734
2022/01/25 00:00:00+00,22132656,1717,1717,600 BUTTERNUT ST,LARCENY,,Shoplifting,11735
2022/03/09 00:00:00+00,22194126,1100,1100,600 CARBON ST,BURGLARY,,All Other,11736
2022/01/14 00:00:00+00,22119053,0000,0230,600 CLARENDON ST,BURGLARY,,From Building,11737
2022/03/01 00:00:00+00,22181705,1545,1546,600 COMSTOCK AV,LARCENY,,From Building,11738
2022/03/25 00:00:00+00,22900205,1045,1230,600 DANFORTH ST,LARCENY,,,11739
2022/02/06 00:00:00+00,22148785,0230,0230,600 E DIVISION ST,MURDER,,,11740
2022/02/18 00:00:00+00,22166162,0815,0945,600 ERIE BLVD W,MV THEFT,,From Building,11741
2022/02/14 00:00:00+00,22160197,0830,0839,600 GRAND AV,LARCENY,,All Other,11742
2022/02/06 00:00:00+00,22148966,0830,0830,600 HAMILTON ST,AGGRAVATED ASSAULT,Yes,,11743
2022/02/07 00:00:00+00,22150967,2000,1630,600 HAMILTON ST,MV THEFT,,Motor Vehicle,11744
2022/01/09 00:00:00+00,22111007,0026,0026,600 HIGHLAND ST,AGGRAVATED ASSAULT,,,11745
2022/01/11 00:00:00+00,22113657,2000,0932,600 HIGHLAND ST,LARCENY,,Purse Snatch,11746
2022/01/16 00:00:00+00,22119741,0445,0524,600 HIGHLAND ST,BURGLARY,Yes,From Building,11747
2022/03/03 00:00:00+00,22900169,1115,1115,600 HIXSON AV,LARCENY,,All Other,11748
2022/02/24 00:00:00+00,22174530,1600,0800,600 HIXSON AV,BURGLARY,,From Building,11749
2022/01/04 00:00:00+00,22900002,2330,0400,600 N  CLINTON ST,LARCENY,,From Motor Vehicle,11750
2022/01/10 00:00:00+00,22112966,0000,1706,600 N  CLINTON ST,LARCENY,,From Motor Vehicle,11751
2022/01/04 00:00:00+00,22900003,2300,1200,600 N  CLINTON ST,LARCENY,,From Motor Vehicle,11752
2022/03/11 00:00:00+00,22197516,1030,1030,600 N  SALINA ST,BURGLARY,,,11753
2022/01/25 00:00:00+00,22132529,1500,1500,600 N  SALINA ST,LARCENY,,All Other,11754
2022/01/31 00:00:00+00,22139978,0504,0504,600 N  STATE ST,BURGLARY,,From Building,11755
2022/01/22 00:00:00+00,22127894,0550,0550,600 N  STATE ST,BURGLARY,,From Building,11756
2022/01/31 00:00:00+00,22140758,1635,1637,600 N  TOWNSEND ST,AGGRAVATED ASSAULT,Yes,,11757
2022/03/05 00:00:00+00,22188012,2021,2021,600 OTISCO ST,MV THEFT,,Motor Vehicle,11758
2022/03/10 00:00:00+00,22194673,2330,0950,600 POND ST,BURGLARY,,,11759
2022/03/21 00:00:00+00,22211529,1403,1403,600 ROBINSON ST,ROBBERY,Yes,All Other,11760
2022/02/09 00:00:00+00,22154162,0850,2049,600 ROWLAND ST,MV THEFT,,Motor Vehicle,11761
2022/02/10 00:00:00+00,22156322,1900,1900,600 S  CROUSE AV,MV THEFT,,Motor Vehicle,11762
2022/03/25 00:00:00+00,22217988,1818,1818,600 S  SALINA ST,LARCENY,Yes,Shoplifting,11763
2022/02/01 00:00:00+00,22141639,0853,0853,600 SOUTH AC,LARCENY,,Shoplifting,11764
2022/01/04 00:00:00+00,22104781,0849,0849,600 SOUTH AV,LARCENY,Yes,From Building,11765
2022/01/29 00:00:00+00,22137922,1103,1103,600 SOUTH AV,LARCENY,,From Building,11766
2022/01/15 00:00:00+00,22119396,2049,2049,600 SOUTH AV,MV THEFT,,,11767
2022/01/29 00:00:00+00,22137834,0854,0854,600 SOUTH AV,LARCENY,,From Building,11768
2022/03/03 00:00:00+00,22184701,1502,1502,600 SOUTH AVE,LARCENY,Yes,,11769
2022/03/27 00:00:00+00,22220319,1035,1035,600 TEALL AV,AGGRAVATED ASSAULT,Yes,,11770
2022/02/08 00:00:00+00,22152404,0900,1600,600 UNIVERSITY AV,LARCENY,,From Motor Vehicle,11771
2022/01/12 00:00:00+00,22115740,2230,2230,600 VINE ST,ROBBERY,Yes,Of MV Parts/Accessories,11772
2022/03/21 00:00:00+00,22210595,1100,0000,600 VINE ST,BURGLARY,,From Building,11773
2022/03/19 00:00:00+00,22208600,1512,1516,600 W  COLVIN ST,AGGRAVATED ASSAULT,Yes,,11774
2022/01/24 00:00:00+00,22133466,1340,1341,600 W  GENESEE ST,LARCENY,,All Other,11775
2022/04/09 00:00:00+00,22239788,0100,0100,600 W  ONONDAGA ST,MV THEFT,,Motor Vehicle,11776
2022/03/09 00:00:00+00,22192897,0548,0548,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,,,11777
2022/01/02 00:00:00+00,22102527,1100,1103,600 W  OSTRANDER AV,BURGLARY,Yes,,11778
2022/01/21 00:00:00+00,22127596,2256,2323,600 WINTON ST,MV THEFT,,Pocket Picking,11779
2022/02/19 00:00:00+00,22168050,1427,1435,600 WOLF ST,LARCENY,,All Other,11780
2022/03/05 00:00:00+00,22187152,0418,0418,600 WOLF ST,BURGLARY,,,11781
2022/02/24 00:00:00+00,22174346,0415,0415,600 WOLF ST,BURGLARY,,From Building,11782
2022/01/05 00:00:00+00,22105931,0337,0337,600 WOLF ST,BURGLARY,Yes,From Building,11783
2022/01/20 00:00:00+00,22125333,1204,1204,700 ALMOND ST,AGGRAVATED ASSAULT,Yes,,11784
2022/01/28 00:00:00+00,22136821,1522,1522,700 BUTTERNUT ST,MV THEFT,,Motor Vehicle,11785
2022/04/07 00:00:00+00,22237681,1859,1859,700 BUTTERNUT ST,BURGLARY,Yes,,11786
2022/03/20 00:00:00+00,22209403,0314,0314,700 BUTTERNUT ST,ROBBERY,Yes,All Other,11787
2022/01/11 00:00:00+00,22113830,1150,1153,700 CATHERINE ST,LARCENY,,All Other,11788
2022/02/16 00:00:00+00,22163847,1740,1740,700 CATHERINE ST,BURGLARY,,,11789
2022/03/05 00:00:00+00,22187365,0000,0500,700 COMSTOCK AV,LARCENY,,From Building,11790
2022/02/19 00:00:00+00,22168547,2020,2020,700 COURT ST,ROBBERY,,From Building,11791
2022/03/15 00:00:00+00,22900187,1538,2100,700 COURT ST,LARCENY,,All Other,11792
2022/02/18 00:00:00+00,22166030,0720,0731,700 E  BRIGHTON AV,AGGRAVATED ASSAULT,Yes,,11793
2022/02/03 00:00:00+00,22145226,1520,1540,700 E  GENESEE ST,LARCENY,,From Motor Vehicle,11794
2022/02/22 00:00:00+00,22171975,1400,0100,700 E  GENESEE ST,BURGLARY,,From Building,11795
2022/04/01 00:00:00+00,22228135,0400,0400,700 E  LAUREL ST,LARCENY,,All Other,11796
2022/02/09 00:00:00+00,22153070,1800,0600,700 EMERSON AV,MV THEFT,,Motor Vehicle,11797
2022/01/30 00:00:00+00,22140505,1330,1330,700 ERIE BLVD E,MV THEFT,,Of MV Parts/Accessories,11798
2022/01/31 00:00:00+00,22900097,0958,1000,700 ERIE BLVD E,LARCENY,,Of MV Parts/Accessories,11799
2022/03/15 00:00:00+00,22201422,0145,0200,700 ERIE BLVD E,MV THEFT,,,11800
2022/04/10 00:00:00+00,22241765,1200,1200,700 ERIE BLVD W,LARCENY,Yes,Shoplifting,11801
2022/01/20 00:00:00+00,22124978,0735,0735,700 ERIE BLVD W,LARCENY,,Shoplifting,11802
2022/03/27 00:00:00+00,22220476,1351,1351,700 FIRST NORTH ST,BURGLARY,Yes,Shoplifting,11803
2022/03/24 00:00:00+00,22216466,1827,1827,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11804
2022/03/23 00:00:00+00,22214307,1004,1004,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11805
2022/04/09 00:00:00+00,22240256,1120,1120,700 FIRST NORTH ST,BURGLARY,Yes,,11806
2022/03/22 00:00:00+00,22212971,1140,1200,700 FIRST NORTH ST,BURGLARY,Yes,Shoplifting,11807
2022/02/13 00:00:00+00,22159174,1211,1211,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11808
2022/01/02 00:00:00+00,22102601,1217,1217,700 FIRST NORTH ST,LARCENY,Yes,,11809
2022/02/08 00:00:00+00,22151972,1100,1130,700 FIRST NORTH ST,BURGLARY,Yes,Shoplifting,11810
2022/03/04 00:00:00+00,22186357,1650,1650,700 FIRST NORTH ST,LARCENY,Yes,From Building,11811
2022/02/02 00:00:00+00,22143963,1800,1800,700 FIRST NORTH ST,BURGLARY,Yes,Shoplifting,11812
2022/01/21 00:00:00+00,22126766,1217,1217,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11813
2022/01/04 00:00:00+00,22105053,1237,1237,700 FIRST NORTH ST,AGGRAVATED ASSAULT,,,11814
2022/03/18 00:00:00+00,22206972,1430,1430,700 FIRST NORTH ST,ROBBERY,,All Other,11815
2022/01/21 00:00:00+00,22126809,1246,1246,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11816
2022/01/15 00:00:00+00,22118632,0707,0707,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11817
2022/01/16 00:00:00+00,22119928,1018,1018,700 FIRST NORTH ST,LARCENY,,Shoplifting,11818
2022/01/05 00:00:00+00,22106336,1147,1147,700 FIRST NORTH ST,LARCENY,Yes,,11819
2022/02/01 00:00:00+00,22142551,2028,2028,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11820
2022/01/05 00:00:00+00,22106438,1304,1304,700 FIRST NORTH ST,LARCENY,Yes,,11821
2022/02/01 00:00:00+00,22142449,1910,1910,700 FIRST NORTH ST,BURGLARY,Yes,From Building,11822
2022/03/15 00:00:00+00,22201435,0705,0705,700 FIRST NORTH ST,ROBBERY,,Shoplifting,11823
2022/01/02 00:00:00+00,22102505,1039,1039,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting,11824
2022/02/01 00:00:00+00,22141921,1206,1206,700 FIRST NORTH ST,LARCENY,Yes,,11825
2022/04/07 00:00:00+00,22236895,0900,0930,700 FIRST NORTH ST,BURGLARY,Yes,Shoplifting,11826
2022/02/14 00:00:00+00,22160776,1500,1530,700 GLENWOOD AV,AGGRAVATED ASSAULT,Yes,,11827
2022/03/02 00:00:00+00,22900152,1800,1922,700 HARRISON ST,LARCENY,,From Motor Vehicle,11828
2022/01/17 00:00:00+00,22122154,1750,1803,700 HICKORY ST,MV THEFT,,Motor Vehicle,11829
2022/03/04 00:00:00+00,22185568,2230,0545,700 HICKORY ST,BURGLARY,,All Other,11830
2022/02/04 00:00:00+00,22146022,1800,0730,700 HICKORY ST,MV THEFT,,From Motor Vehicle,11831
2022/03/18 00:00:00+00,22206476,0830,0845,700 HICKORY ST,LARCENY,,All Other,11832
2022/03/03 00:00:00+00,22900153,0930,1535,700 IRVING AV,LARCENY,,From Building,11833
2022/03/09 00:00:00+00,22192879,0505,0513,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,11834
2022/03/11 00:00:00+00,22200280,1200,1200,700 JAMES ST,LARCENY,,Purse Snatch,11835
2022/02/16 00:00:00+00,22221441,0001,1200,700 JAMES ST,BURGLARY,,From Building,11836
2022/01/23 00:00:00+00,22129108,0100,0100,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,11837
2022/03/07 00:00:00+00,22190037,0847,0849,700 JAMES ST,MV THEFT,Yes,From Motor Vehicle,11838
2022/03/15 00:00:00+00,22201903,0400,0400,700 JAMES ST,MV THEFT,,,11839
2022/01/27 00:00:00+00,22134882,0737,0737,700 JAMES ST,LARCENY,Yes,All Other,11840
2022/04/08 00:00:00+00,22239589,2240,2240,700 JAMES ST,LARCENY,,From Motor Vehicle,11841
2022/03/03 00:00:00+00,22185309,2015,2335,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,11842
2022/02/09 00:00:00+00,22153417,0745,0745,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,11843
2022/02/09 00:00:00+00,22153853,1634,1634,700 JAMES ST,LARCENY,Yes,,11844
2022/03/27 00:00:00+00,22220541,1509,1509,700 JAMES ST,AGGRAVATED ASSAULT,Yes,,11845
2022/03/28 00:00:00+00,22222339,2111,2111,700 JAMESVILLE AV,LARCENY,,From Mailbox,11846
2022/01/14 00:00:00+00,22117304,2000,0830,700 LANCASTER AV,BURGLARY,,From Building,11847
2022/04/03 00:00:00+00,22233997,0001,1700,700 LEMOYNE,LARCENY,,From Motor Vehicle,11848
2022/03/23 00:00:00+00,22218362,1200,1200,700 LIVINGSTON AV,LARCENY,,From Building,11849
2022/03/04 00:00:00+00,22185909,1134,1134,700 LODI ST,AGGRAVATED ASSAULT,Yes,,11850
