DATEEND,DRNUMB,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2022/01/31 00:00:00+00,22140857,1736,1736,100 RONEY LN,ROBBERY,,From Motor Vehicle,10932
2022/02/11 00:00:00+00,22155843,0051,0051,100 RONEY LN,LARCENY,Yes,,10933
2022/03/22 00:00:00+00,22214299,1200,1200,100 RUSSELL PL,BURGLARY,,,10934
2022/01/09 00:00:00+00,22900034,1900,1320,100 S  LOWELL AVE,LARCENY,,From Motor Vehicle,10935
2022/01/04 00:00:00+00,22105558,1900,1900,100 S  SALINA ST,LARCENY,,All Other,10936
2022/01/02 00:00:00+00,22102179,0127,0127,100 S  WARREN ST,BURGLARY,Yes,,10937
2022/03/05 00:00:00+00,22187675,2300,1436,100 SAND ST,AGGRAVATED ASSAULT,Yes,,10938
2022/01/16 00:00:00+00,22120522,2001,2001,100 SCHNEIDER ST,AGGRAVATED ASSAULT,,,10939
2022/01/29 00:00:00+00,22138097,1341,1341,100 SCHNEIDER ST,AGGRAVATED ASSAULT,,,10940
2022/02/02 00:00:00+00,22143022,0518,0518,100 SEELEY AV,MV THEFT,Yes,Motor Vehicle,10941
2022/01/20 00:00:00+00,22125570,1522,1522,100 SEELEY RD,LARCENY,,Shoplifting,10942
2022/01/22 00:00:00+00,22129759,0400,0900,100 SEWARD ST,MV THEFT,,Motor Vehicle,10943
2022/02/07 00:00:00+00,22151059,1800,1800,100 SEWARD ST,ROBBERY,,Purse Snatch,10944
2022/03/01 00:00:00+00,22181378,1000,1000,100 SEYMOUR ST,BURGLARY,,All Other,10945
2022/01/03 00:00:00+00,22103686,1040,1040,100 SHONNARD ST,ROBBERY,,All Other,10946
2022/01/27 00:00:00+00,22135380,1435,1435,100 SIMON DR,LARCENY,Yes,Shoplifting,10947
2022/03/20 00:00:00+00,22213051,1845,1850,100 SIMON DR,LARCENY,,Shoplifting,10948
2022/01/10 00:00:00+00,22112434,1011,1011,100 SIMON DR,LARCENY,,Shoplifting,10949
2022/01/25 00:00:00+00,22131541,2108,1730,100 SIMS DR,LARCENY,,From Building,10950
2022/01/24 00:00:00+00,22134066,1915,2200,100 SIMS DR,LARCENY,,From Building,10951
2022/02/18 00:00:00+00,22166043,2030,0700,100 SMITH LN,MV THEFT,,,10952
2022/03/17 00:00:00+00,22205304,2200,1530,100 SMITH LN,LARCENY,Yes,Of MV Parts/Accessories,10953
2022/01/10 00:00:00+00,22900036,1245,1245,100 SOLAR ST,LARCENY,,All Other,10954
2022/02/02 00:00:00+00,22143133,0300,0800,100 ST LOUIS AV,MV THEFT,,,10955
2022/03/15 00:00:00+00,22201513,0835,0835,100 STATE FAIR BLVD,BURGLARY,Yes,,10956
2022/02/20 00:00:00+00,22169079,0000,1100,100 STEUBEN ST,LARCENY,,From Building,10957
2022/04/01 00:00:00+00,22227939,1130,1130,100 STEUBEN ST,LARCENY,,From Coin Operated Machine/Device,10958
2022/03/05 00:00:00+00,22187634,0653,0653,100 STEUBEN ST,LARCENY,,From Motor Vehicle,10959
2022/03/30 00:00:00+00,22225376,1100,1130,100 STEVENS PL,MV THEFT,,Motor Vehicle,10960
2022/03/30 00:00:00+00,22225317,1720,1725,100 STEVENS PL,LARCENY,,All Other,10961
2022/03/11 00:00:00+00,22900170,1100,0813,100 STEWART CT,LARCENY,,All Other,10962
2022/03/15 00:00:00+00,22900174,0350,0450,100 STRONG AVE,LARCENY,,From Motor Vehicle,10963
2022/03/26 00:00:00+00,22219392,0900,1600,100 SUMMIT AV,LARCENY,,From Motor Vehicle,10964
2022/03/20 00:00:00+00,22212717,1600,1500,100 TAFT AV,LARCENY,,All Other,10965
2022/02/08 00:00:00+00,22900105,0300,0330,100 TAFT AVE,LARCENY,,From Motor Vehicle,10966
2022/01/02 00:00:00+00,22140490,0000,0000,100 TYLER CT,LARCENY,,All Other,10967
2022/02/24 00:00:00+00,22900132,1000,1130,100 UNION AVE,LARCENY,,From Building,10968
2022/01/02 00:00:00+00,22102429,0900,0900,100 W  BORDEN AV,BURGLARY,,All Other,10969
2022/01/04 00:00:00+00,22105338,1053,1400,100 W  CALTHROP AV,BURGLARY,,,10970
2022/03/03 00:00:00+00,22185166,1730,1730,100 W  CORNING AV,MV THEFT,,Motor Vehicle,10971
2022/01/17 00:00:00+00,22900052,1600,1600,100 W  DIVISION ST,LARCENY,,Of Bicycle,10972
2022/03/06 00:00:00+00,22900207,0240,0240,100 W  JEFFERSON ST,LARCENY,,,10973
2022/03/28 00:00:00+00,22222168,1553,1553,100 W  LAFAYETTE AV,LARCENY,,All Other,10974
2022/03/15 00:00:00+00,22900180,1711,1945,100 W  LAFAYETTE AVE,LARCENY,,From Motor Vehicle,10975
2022/03/01 00:00:00+00,22181056,0415,0415,100 W  LYNHURST AV,ROBBERY,,All Other,10976
2022/02/26 00:00:00+00,22178041,2125,2129,100 W  OSTRANDER AV,AGGRAVATED ASSAULT,Yes,,10977
2022/02/16 00:00:00+00,22165356,1100,1230,100 W  OSTRANDER AV,LARCENY,,All Other,10978
2022/01/17 00:00:00+00,22121161,1031,1031,100 W  SENECA TPKE,LARCENY,,All Other,10979
2022/01/24 00:00:00+00,22900070,1125,1125,100 W  SENECA TPKE,LARCENY,,From Motor Vehicle,10980
2022/02/05 00:00:00+00,22156173,0000,0000,100 W  SENECA TPKE,LARCENY,,All Other,10981
2022/03/03 00:00:00+00,22184741,1530,1536,100 WALL ST,BURGLARY,,From Building,10982
2022/04/10 00:00:00+00,22241341,0220,0220,100 WALLACE ST,AGGRAVATED ASSAULT,,,10983
2022/03/02 00:00:00+00,22183119,1445,1455,100 WALRATH RD,AGGRAVATED ASSAULT,,,10984
2022/03/23 00:00:00+00,22215576,1400,1420,100 WALRATH RD,AGGRAVATED ASSAULT,,,10985
2022/02/15 00:00:00+00,22162282,1618,1618,100 WALRATH RD,AGGRAVATED ASSAULT,,,10986
2022/02/11 00:00:00+00,22156503,1322,1322,100 WALTON ST,AGGRAVATED ASSAULT,Yes,,10987
2022/02/17 00:00:00+00,22164449,0324,0324,100 WALTON ST,ROBBERY,Yes,,10988
2022/01/07 00:00:00+00,22109076,1237,1237,100 WALTON ST,AGGRAVATED ASSAULT,,,10989
2022/03/02 00:00:00+00,22201845,1300,1300,100 WALTON ST,LARCENY,,All Other,10990
2022/02/17 00:00:00+00,22173609,1200,1200,100 WALTON ST,LARCENY,,All Other,10991
2022/03/17 00:00:00+00,22204777,1035,1035,100 WASHINGTON SQ,AGGRAVATED ASSAULT,,,10992
2022/04/08 00:00:00+00,22238320,1800,0752,100 WEISER CT,AGGRAVATED ASSAULT,,,10993
2022/02/22 00:00:00+00,22171909,0430,0430,100 WHITE ST,BURGLARY,,,10994
2022/03/05 00:00:00+00,22188823,1710,1710,100 WILKINSON ST,MV THEFT,Yes,Motor Vehicle,10995
2022/01/14 00:00:00+00,22117921,1621,1621,100 WOOD AV,ROBBERY,,Purse Snatch,10996
2022/01/18 00:00:00+00,22122108,0130,0230,100 WOODLAND AV,LARCENY,,From Motor Vehicle,10997
2022/03/10 00:00:00+00,22900168,1100,1200,100 WOODSIDE DR,LARCENY,,All Other,10998
2022/03/04 00:00:00+00,22186513,1855,1855,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,Yes,,10999
2022/02/02 00:00:00+00,22143627,1900,0700,1000 CANAL ST,MV THEFT,,Motor Vehicle,11000
2022/01/28 00:00:00+00,22170103,1345,1345,1000 CANAL ST,MV THEFT,,Motor Vehicle,11001
2022/01/29 00:00:00+00,22900096,1715,1715,1000 CANAL ST,LARCENY,,From Motor Vehicle,11002
2022/03/02 00:00:00+00,22182891,1500,1153,1000 CANAL ST,MV THEFT,Yes,Motor Vehicle,11003
2022/01/01 00:00:00+00,22101362,0000,0947,1000 CANAL ST,MV THEFT,,Motor Vehicle,11004
2022/02/23 00:00:00+00,22173307,1150,1150,1000 COL EILEEN COLLINS BLVD,LARCENY,,All Other,11005
2022/01/10 00:00:00+00,22113891,2010,2359,1000 COL EILEEN COLLINS BLVD,LARCENY,,All Other,11006
2022/04/04 00:00:00+00,22231934,0900,0930,1000 COL EILEENS BLVD,LARCENY,,Of MV Parts/Accessories,11007
2022/04/04 00:00:00+00,22231919,0900,0900,1000 COL EILEENS BLVD,LARCENY,,Of MV Parts/Accessories,11008
2022/03/26 00:00:00+00,22218513,0054,0054,1000 DANFORTH ST,AGGRAVATED ASSAULT,,,11009
2022/02/03 00:00:00+00,22144501,0204,0204,1000 FIRST NORTH ST,BURGLARY,Yes,,11010
2022/03/21 00:00:00+00,22212231,2312,2312,1000 FIRST NORTH ST,AGGRAVATED ASSAULT,,,11011
2022/03/29 00:00:00+00,22223961,1930,2030,1000 HARRISON ST,BURGLARY,,From Building,11012
2022/02/13 00:00:00+00,22159162,2245,0130,1000 HARRISON ST,BURGLARY,,From Building,11013
2022/03/20 00:00:00+00,22210491,2222,2222,1000 HARRISON ST,BURGLARY,,,11014
2022/02/05 00:00:00+00,22148520,2330,2330,1000 HAWLEY AV,MV THEFT,,Motor Vehicle,11015
2022/04/07 00:00:00+00,22237182,1249,1249,1000 HIGHLAND ST,AGGRAVATED ASSAULT,Yes,,11016
2022/03/14 00:00:00+00,22200905,2037,2037,1000 IVY RIDGE RD,AGGRAVATED ASSAULT,Yes,,11017
2022/03/30 00:00:00+00,22224326,0117,0117,1000 JAMES ST,AGGRAVATED ASSAULT,Yes,,11018
2022/03/10 00:00:00+00,22194705,1000,1010,1000 JAMES ST,MV THEFT,,Motor Vehicle,11019
2022/03/12 00:00:00+00,22197463,0145,0215,1000 JAMES ST,LARCENY,,From Motor Vehicle,11020
2022/01/14 00:00:00+00,22117180,0445,0445,1000 LANCASTER AV,BURGLARY,,From Building,11021
2022/03/16 00:00:00+00,22204204,2330,2330,1000 LODI ST,MV THEFT,,Motor Vehicle,11022
2022/03/21 00:00:00+00,22211576,1532,1532,1000 MADISON ST,BURGLARY,,,11023
2022/01/30 00:00:00+00,22139369,0030,1430,1000 MADISON ST,MV THEFT,,Motor Vehicle,11024
2022/01/03 00:00:00+00,22104953,0800,1100,1000 MALDEN RD,LARCENY,,From Building,11025
2022/03/21 00:00:00+00,22211278,1000,1231,1000 MILTON AV,LARCENY,,From Motor Vehicle,11026
2022/03/10 00:00:00+00,22194308,0215,0215,1000 N  GEDDES ST,BURGLARY,,,11027
2022/01/02 00:00:00+00,22102853,1705,1714,1000 PARK ST,AGGRAVATED ASSAULT,,,11028
2022/01/08 00:00:00+00,22110153,0837,0845,1000 PARK ST,AGGRAVATED ASSAULT,Yes,,11029
2022/02/01 00:00:00+00,22142265,1633,1633,1000 S  CLINTON ST,LARCENY,,,11030
2022/02/17 00:00:00+00,22164736,0500,0545,1000 S  CLINTON ST,LARCENY,,From Building,11031
2022/03/18 00:00:00+00,22207564,2116,2116,1000 S  GEDDES ST,AGGRAVATED ASSAULT,,,11032
2022/03/21 00:00:00+00,22211816,1802,1802,1000 S  GEDDES ST,AGGRAVATED ASSAULT,,,11033
2022/02/26 00:00:00+00,22177341,1015,1033,1000 S  GEDDES ST,AGGRAVATED ASSAULT,,,11034
2022/01/05 00:00:00+00,22106986,2141,2141,1000 S  MCBRIDE ST,AGGRAVATED ASSAULT,Yes,,11035
2022/03/15 00:00:00+00,22202333,1700,1700,1000 S  TOWNSEND ST,BURGLARY,Yes,,11036
2022/01/14 00:00:00+00,22117861,1541,1541,1000 TALLMAN ST,AGGRAVATED ASSAULT,Yes,,11037
2022/02/18 00:00:00+00,22166516,1430,1430,1000 W  FAYETTE ST,LARCENY,,From Building,11038
2022/03/07 00:00:00+00,22189729,0022,0022,1000 W  GENESEE ST,MV THEFT,,Motor Vehicle,11039
2022/01/13 00:00:00+00,22115962,0510,0517,1000 W  GENESEE ST,BURGLARY,,From Building,11040
2022/04/02 00:00:00+00,22229339,1050,1050,1000 W  GENESEE ST,LARCENY,,Shoplifting,11041
2022/01/10 00:00:00+00,22112545,1138,1138,1000 W  GENESEE ST,LARCENY,,Shoplifting,11042
2022/01/29 00:00:00+00,22138679,2338,2338,1000 W  GENESEE ST,LARCENY,,From Building,11043
2022/03/19 00:00:00+00,22208084,0617,0617,1000 W  GENESEE ST,BURGLARY,,From Building,11044
2022/03/26 00:00:00+00,22219259,1545,1545,1000 W  GENESEE ST,LARCENY,,Shoplifting,11045
2022/03/12 00:00:00+00,22198976,2000,2000,1000 W  GENESEE ST,LARCENY,,All Other,11046
2022/01/19 00:00:00+00,22122618,1140,1200,1000 W  GENESEE ST,LARCENY,,From Motor Vehicle,11047
2022/01/05 00:00:00+00,22106234,1900,0925,1100 BRIGHTON PL,LARCENY,Yes,From Motor Vehicle,11048
2022/02/15 00:00:00+00,22900114,1515,1515,1100 FIRST NORTH ST,LARCENY,,All Other,11049
2022/03/11 00:00:00+00,22900171,0700,0900,1100 JAMES ST,LARCENY,,From Building,11050
2022/02/03 00:00:00+00,22145355,2000,1400,1100 MADISON ST,MV THEFT,,Motor Vehicle,11051
2022/01/06 00:00:00+00,22107503,0023,0027,1100 MADISON ST,LARCENY,,All Other,11052
2022/03/06 00:00:00+00,22900158,0100,1230,1100 MADISON ST,LARCENY,,From Motor Vehicle,11053
2022/03/31 00:00:00+00,22226013,0500,0500,1100 N  SALINA ST,BURGLARY,,From Building,11054
2022/01/08 00:00:00+00,22110281,1143,1143,1100 N  SALINA ST,BURGLARY,Yes,,11055
2022/03/19 00:00:00+00,22208487,1326,1326,1100 N  SALINA ST,MV THEFT,,Motor Vehicle,11056
2022/01/02 00:00:00+00,22102454,0001,0900,1100 N  TOWNSEND ST,MV THEFT,Yes,From Motor Vehicle,11057
2022/03/19 00:00:00+00,22900189,2100,0800,1100 OAK ST,LARCENY,,From Motor Vehicle,11058
2022/01/05 00:00:00+00,22106988,2100,2130,1100 S  GEDDES ST,LARCENY,Yes,All Other,11059
2022/03/16 00:00:00+00,22203516,1507,1507,1100 S  SALINA ST,AGGRAVATED ASSAULT,,,11060
2022/02/22 00:00:00+00,22175129,0900,1500,1100 S  SALINA ST,LARCENY,,From Motor Vehicle,11061
2022/01/02 00:00:00+00,22102807,1600,1301,1100 TEALL AV,BURGLARY,,From Building,11062
2022/03/06 00:00:00+00,22190285,1200,1500,1200 ALMOND ST,LARCENY,,From Motor Vehicle,11063
2022/03/16 00:00:00+00,22203111,0945,1018,1200 BELLEVUE AV,AGGRAVATED ASSAULT,Yes,,11064
2022/02/14 00:00:00+00,22160324,0000,0000,1200 BURNET AV,LARCENY,,From Motor Vehicle,11065
2022/03/17 00:00:00+00,22205019,1307,1307,1200 BUTTERNUT ST,AGGRAVATED ASSAULT,Yes,,11066
2022/01/09 00:00:00+00,22111701,1557,1557,1200 E  COLVIN ST,LARCENY,,From Building,11067
2022/01/13 00:00:00+00,22115866,0135,0135,1200 E  COLVIN ST,BURGLARY,,From Building,11068
2022/02/13 00:00:00+00,22168182,0230,0230,1200 E  FAYETTE ST,MV THEFT,,Motor Vehicle,11069
2022/02/13 00:00:00+00,22168018,0230,0230,1200 E  FAYETTE ST,MV THEFT,,Motor Vehicle,11070
2022/03/07 00:00:00+00,22190391,1000,1030,1200 HARRISON ST,BURGLARY,,From Building,11071
2022/02/26 00:00:00+00,22900140,0200,1320,1200 HARRISON ST,LARCENY,,From Motor Vehicle,11072
2022/01/02 00:00:00+00,22103006,1957,2002,1200 HIGHLAND ST,AGGRAVATED ASSAULT,Yes,,11073
2022/01/11 00:00:00+00,22114199,1720,1739,1200 HIGHLAND ST,AGGRAVATED ASSAULT,Yes,,11074
2022/02/07 00:00:00+00,22151300,2134,2134,1200 LODI ST,MV THEFT,,Motor Vehicle,11075
2022/03/23 00:00:00+00,22214392,1030,1109,1200 MILTON AV,AGGRAVATED ASSAULT,,,11076
2022/01/31 00:00:00+00,22141153,2159,2159,1200 MILTON AV,LARCENY,,Motor Vehicle,11077
2022/01/02 00:00:00+00,22900011,0300,0310,1200 OAK ST,LARCENY,,All Other,11078
2022/01/27 00:00:00+00,22134741,0000,0300,1200 PARK ST,BURGLARY,,All Other,11079
2022/01/01 00:00:00+00,22101837,1600,1800,1200 PARK ST,BURGLARY,,From Building,11080
2022/03/08 00:00:00+00,22191293,2330,0315,1200 PARK ST,BURGLARY,,,11081
2022/03/23 00:00:00+00,22214630,1433,1433,1200 SOUTH,LARCENY,,From Building,11082
2022/04/02 00:00:00+00,22229378,1110,1110,1200 SOUTH AV,LARCENY,,Shoplifting,11083
2022/01/16 00:00:00+00,22119977,1055,1055,1200 SOUTH AV,MV THEFT,,,11084
2022/02/21 00:00:00+00,22900122,1030,0800,1200 W  GENESEE ST,LARCENY,,From Motor Vehicle,11085
2022/03/30 00:00:00+00,22900218,2035,2045,1200 W  ONONDAGA ST,LARCENY,,From Motor Vehicle,11086
2022/03/05 00:00:00+00,22213275,1400,1400,1200 WILLIS AV,LARCENY,,All Other,11087
2022/03/07 00:00:00+00,22190938,2100,2116,1300 BRIGHTON PL,ROBBERY,,All Other,11088
2022/02/15 00:00:00+00,22163182,1800,1800,1300 BUTTERNUT ST,AGGRAVATED ASSAULT,,,11089
2022/03/09 00:00:00+00,22194971,2230,2230,1300 BUTTERNUT ST,ROBBERY,,All Other,11090
2022/03/03 00:00:00+00,22184739,1536,1536,1300 BUTTERNUT ST,AGGRAVATED ASSAULT,Yes,,11091
2022/03/19 00:00:00+00,22209729,2100,0800,1300 GRANT BLVD,MV THEFT,,Motor Vehicle,11092
2022/02/24 00:00:00+00,22175509,0600,0730,1300 IVY RIDGE RD,LARCENY,,From Motor Vehicle,11093
2022/03/31 00:00:00+00,22226721,1540,1540,1300 N  STATE ST,LARCENY,,All Other,11094
2022/01/07 00:00:00+00,22109210,1437,1437,1300 S  STATE ST,LARCENY,Yes,,11095
2022/02/08 00:00:00+00,22152394,1624,1624,1300 S  STATE ST,AGGRAVATED ASSAULT,Yes,From Building,11096
2022/01/20 00:00:00+00,22125479,1406,1406,1300 S  STATE ST,MV THEFT,Yes,Motor Vehicle,11097
2022/01/21 00:00:00+00,22126381,0734,0734,1300 S  STATE ST,LARCENY,Yes,Shoplifting,11098
2022/01/06 00:00:00+00,22107622,0045,1538,1300 W  FAYETTE ST,LARCENY,Yes,From Motor Vehicle,11099
2022/01/13 00:00:00+00,22115900,0225,0225,1400 BURNET AV,BURGLARY,,From Building,11100
2022/03/25 00:00:00+00,22218272,2153,2153,1400 BUTTERNUT ST,MV THEFT,,Motor Vehicle,11101
2022/04/03 00:00:00+00,22900226,1525,1525,1400 COURT ST,LARCENY,,From Motor Vehicle,11102
2022/03/31 00:00:00+00,22900215,1010,1010,1400 E  FAYETTE ST,LARCENY,,From Motor Vehicle,11103
2022/03/02 00:00:00+00,22182777,1009,1009,1400 E  GENESEE ST,LARCENY,Yes,,11104
2022/01/18 00:00:00+00,22122366,1037,1037,1400 E  GENESEE ST,MV THEFT,Yes,,11105
2022/02/06 00:00:00+00,22149325,1333,1333,1400 E  GENESEE ST,LARCENY,Yes,Shoplifting,11106
2022/04/05 00:00:00+00,22233424,2100,0730,1400 N  SALINA ST,BURGLARY,,From Building,11107
2022/03/20 00:00:00+00,22209575,1900,0741,1400 N  STATE ST,LARCENY,,All Other,11108
2022/01/05 00:00:00+00,22106211,2000,0630,1400 S  SALINA ST,BURGLARY,,From Building,11109
2022/01/10 00:00:00+00,22112322,1900,0800,1400 S  STATE ST,BURGLARY,,From Building,11110
2022/02/01 00:00:00+00,22142251,1619,1619,1400 S  STATE ST,AGGRAVATED ASSAULT,Yes,,11111
2022/01/16 00:00:00+00,22119838,0nan,0843,1400 S SALINA ST,MURDER,Yes,,11112
2022/02/07 00:00:00+00,22156527,0712,0716,1400 W  GENESEE ST,BURGLARY,Yes,From Building,11113
2022/03/27 00:00:00+00,22219890,0108,0108,1400 W  GENESEE ST,AGGRAVATED ASSAULT,Yes,,11114
2022/01/16 00:00:00+00,22132088,0323,0323,1500 BURNET AV,LARCENY,,From Motor Vehicle,11115
2022/02/20 00:00:00+00,22169779,2320,2325,1500 COURT ST,AGGRAVATED ASSAULT,Yes,,11116
2022/03/14 00:00:00+00,22200349,2300,1000,1500 COURT ST,LARCENY,,From Motor Vehicle,11117
2022/03/30 00:00:00+00,22225419,1840,1840,1500 FIRST NORTH ST,ROBBERY,,All Other,11118
2022/02/13 00:00:00+00,22159464,1726,1726,1500 GRANT BLVD,MV THEFT,,Motor Vehicle,11119
2022/03/22 00:00:00+00,22219047,1200,1200,1500 N  STATE ST,LARCENY,,Of Bicycle,11120
2022/04/01 00:00:00+00,22228358,0330,0330,1500 S  GEDDES ST,BURGLARY,,Motor Vehicle,11121
2022/04/09 00:00:00+00,22239927,0319,0319,1500 VALLEY DR,AGGRAVATED ASSAULT,Yes,,11122
2022/02/16 00:00:00+00,22166624,0958,1652,1500 W  GENESEE ST,LARCENY,,From Motor Vehicle,11123
2022/02/05 00:00:00+00,22147684,0000,1000,1500 W  GENESEE ST,MV THEFT,,Motor Vehicle,11124
2022/02/28 00:00:00+00,22180822,2353,2353,1500 W  GENESEE ST,LARCENY,,From Motor Vehicle,11125
2022/02/25 00:00:00+00,22176454,0000,1600,1500 W  GENESEE ST,MV THEFT,,Motor Vehicle,11126
2022/02/04 00:00:00+00,22146549,1503,1503,1500 W  ONONDAGA ST,LARCENY,,All Other,11127
2022/02/16 00:00:00+00,22163147,0903,0834,1600 COURT ST,LARCENY,,All Other,11128
2022/02/19 00:00:00+00,22168136,1720,1720,1600 E  GENESEE ST,LARCENY,,All Other,11129
2022/03/04 00:00:00+00,22187487,1500,1600,1600 LODI ST,LARCENY,,Purse Snatch,11130
2022/01/10 00:00:00+00,22112592,1200,1500,1600 LODI ST   N,LARCENY,,Shoplifting,11131
2022/04/08 00:00:00+00,22239511,1400,1400,1600 SOUTH,ROBBERY,Yes,Motor Vehicle,11132
2022/02/22 00:00:00+00,22172279,1659,1659,1600 W  ONONDAGA ST,LARCENY,,All Other,11133
2022/01/07 00:00:00+00,22109800,2331,2331,1600 W  ONONDAGA ST,BURGLARY,,From Building,11134
2022/03/01 00:00:00+00,22181586,1200,1200,1700 ERIE BLVD E,LARCENY,,All Other,11135
2022/01/26 00:00:00+00,22133313,0510,0518,1700 GRANT BLVD,BURGLARY,,,11136
2022/01/14 00:00:00+00,22117612,1221,1228,1700 N  SALINA ST,ROBBERY,,All Other,11137
2022/02/06 00:00:00+00,22148974,0841,0841,1700 N  SALINA ST,LARCENY,,From Building,11138
2022/03/01 00:00:00+00,22181751,1612,1612,1700 N  SALINA ST,LARCENY,Yes,Shoplifting,11139
2022/02/01 00:00:00+00,22142759,2327,2327,1800 E  FAYETTE ST,BURGLARY,Yes,,11140
2022/02/01 00:00:00+00,22141933,1200,1218,1800 E  FAYETTE ST,BURGLARY,,,11141
2022/03/12 00:00:00+00,22198198,0000,1730,1800 E  FAYETTE ST,BURGLARY,,All Other,11142
2022/03/21 00:00:00+00,22211701,1640,1640,1800 E  FAYETTE ST,LARCENY,,All Other,11143
2022/01/12 00:00:00+00,22115345,0000,1500,1800 LODI ST,MV THEFT,,Motor Vehicle,11144
2022/02/18 00:00:00+00,22166005,0648,0648,1800 W  FAYETTE ST,LARCENY,,Shoplifting,11145
2022/03/25 00:00:00+00,22229217,2300,2300,1800 W  FAYETTE ST,LARCENY,,Shoplifting,11146
2022/01/10 00:00:00+00,22112836,2200,1500,1900 E  FAYETTE ST,LARCENY,,From Motor Vehicle,11147
2022/03/14 00:00:00+00,22201041,0930,0930,1900 E  FAYETTE ST,LARCENY,,All Other,11148
2022/03/25 00:00:00+00,22217061,0230,0230,1900 JAMES ST,BURGLARY,Yes,From Building,11149
2022/02/10 00:00:00+00,22154856,1040,1040,1900 LODI ST,AGGRAVATED ASSAULT,Yes,,11150
2022/01/15 00:00:00+00,22118859,1730,1000,1900 W  FAYETTE ST,LARCENY,,All Other,11151
2022/01/23 00:00:00+00,22129756,2030,0030,1900 W  FAYETTE ST,LARCENY,,From Motor Vehicle,11152
2022/01/23 00:00:00+00,22135469,0001,0145,1900 W  FAYETTE ST,LARCENY,,From Motor Vehicle,11153
2022/03/26 00:00:00+00,22218499,0044,0044,1900 W  GENESEE ST,LARCENY,Yes,All Other,11154
2022/01/18 00:00:00+00,22125039,1200,1200,1900 W  GENESEE ST,LARCENY,,All Other,11155
2022/01/26 00:00:00+00,22900080,1530,1530,1900 W  GENESEE ST,LARCENY,,All Other,11156
2022/03/24 00:00:00+00,22216742,2200,2200,200 BARRETT ST,AGGRAVATED ASSAULT,,,11157
2022/01/19 00:00:00+00,22124606,2134,2134,200 BEECHER ST,MV THEFT,,Motor Vehicle,11158
2022/01/31 00:00:00+00,22140411,1209,1209,200 BELLE AV,AGGRAVATED ASSAULT,Yes,,11159
2022/04/08 00:00:00+00,22238677,0900,1100,200 BROOKFORD RD,LARCENY,,From Motor Vehicle,11160
2022/01/21 00:00:00+00,22126198,0158,0158,200 CANNON ST,AGGRAVATED ASSAULT,Yes,,11161
2022/03/16 00:00:00+00,22203409,1344,1344,200 CARBON ST,BURGLARY,,All Other,11162
2022/01/06 00:00:00+00,22108128,1830,1849,200 CARBON ST,LARCENY,Yes,All Other,11163
2022/03/20 00:00:00+00,22209835,1219,1219,200 CATAWBA ST,BURGLARY,,,11164
2022/02/10 00:00:00+00,22155767,1040,1257,200 CHAFFEE AV,LARCENY,,All Other,11165
2022/02/23 00:00:00+00,22200724,1200,1200,200 CHERRY ST,LARCENY,,All Other,11166
2022/04/03 00:00:00+00,22900228,1400,1855,200 CHINOOK DR,LARCENY,,From Motor Vehicle,11167
2022/03/18 00:00:00+00,22206416,0720,0730,200 CLARENDON ST,BURGLARY,,All Other,11168
2022/04/07 00:00:00+00,22237333,0200,1400,200 COMSTOCK,BURGLARY,,,11169
2022/03/25 00:00:00+00,22217548,0230,0800,200 COMSTOCK AV,BURGLARY,,From Building,11170
2022/02/21 00:00:00+00,22170255,2000,1008,200 CRADDOCK ST,LARCENY,,From Motor Vehicle,11171
2022/04/04 00:00:00+00,22231875,1130,0908,200 CRESCENT AV,BURGLARY,,From Building,11172
2022/02/28 00:00:00+00,22900150,1255,1755,200 DALE ST,LARCENY,,All Other,11173
2022/03/19 00:00:00+00,22208151,0820,0820,200 DANFORTH ST,BURGLARY,,From Building,11174
2022/04/06 00:00:00+00,22236396,2134,2134,200 DANFORTH ST,BURGLARY,,From Building,11175
2022/01/14 00:00:00+00,22117022,0019,0019,200 DANFORTH ST,BURGLARY,,From Building,11176
2022/01/24 00:00:00+00,22131384,0800,2013,200 DAVIS ST,MV THEFT,,Motor Vehicle,11177
2022/01/26 00:00:00+00,22133661,1030,1115,200 DELAWARE ST,AGGRAVATED ASSAULT,Yes,,11178
2022/03/07 00:00:00+00,22192601,1100,1600,200 DELHI ST,LARCENY,,From Building,11179
2022/02/12 00:00:00+00,22157886,1122,1122,200 DELHI ST,AGGRAVATED ASSAULT,Yes,,11180
2022/04/11 00:00:00+00,22242521,0030,0030,200 DELRAY,AGGRAVATED ASSAULT,,,11181
2022/01/22 00:00:00+00,22138384,0000,1100,200 DORCHESTER AV,LARCENY,,All Other,11182
2022/01/25 00:00:00+00,22132006,1730,0908,200 DORCHESTER AV,MV THEFT,,Motor Vehicle,11183
2022/01/25 00:00:00+00,22132411,0000,0530,200 DORCHESTER AV,LARCENY,,From Motor Vehicle,11184
2022/01/25 00:00:00+00,22131927,1720,0730,200 DUNLAP AV,LARCENY,,From Motor Vehicle,11185
2022/02/14 00:00:00+00,22160570,1030,1300,200 E  BELDEN,BURGLARY,,From Building,11186
2022/02/20 00:00:00+00,22169642,1200,2100,200 E  GLEN AV,LARCENY,,Of MV Parts/Accessories,11187
